,epoch,loss,energy_mean,energy_std,GS,CI,HF,proposal_width,acceptance_rate,walltime,l2norm,l2norm_energy_grad,alpha,mu,max_update,module,module_name,pi,use_kfac,damping,adapt_damping,damping_adapt_interval,damping_adapt_decay,min_damping,max_damping,l2_reg,gamma,adapt_gamma,gamma_adapt_interval,gamma_adapt_decay,min_gamma,max_gamma,max_epsilon,epsilon,rho,step,precondition_method,quadratic_model,number_of_minres_it,effective_gradients,use_kl_clipping,norm_constraint,kl_max,log_rho,qmodel_change,loss_change
267,267,0.0026637674309313297,0.5977979898452759,0.00116824172437191,2.0,0.5990672369459673,0.8140145540237427,0.6434378623962402,0.494873046875,0.7573369150013605,0.012917032465338707,0.2384786307811737,-0.3835889995098114,0.14719513058662415,0.0040610297583043575,Linear,Linear,1.0,True,0.0012495550716397402,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,268,VMC,VMC,50,False,False,0.01,1.0,6.260889053344727,-1.0311604e-05,-0.0054143667
268,268,0.006086891517043114,0.5947461128234863,0.0016013504937291145,2.0,0.5990672369459673,0.8140145540237427,0.6181049346923828,0.50048828125,0.7726895150008204,0.013126688078045845,0.7089711427688599,-0.35662806034088135,0.04035019129514694,0.00505408737808466,Linear,Linear,1.0,True,0.0012495550716397402,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,269,VMC,VMC,50,False,False,0.01,1.0,6.260889053344727,-1.0311604e-05,-0.0054143667
269,269,0.0025599307846277952,0.5955294370651245,0.0014733017887920141,2.0,0.5990672369459673,0.8140145540237427,0.6524180173873901,0.5087890625,0.7624528840024141,0.012663272209465504,0.5939036011695862,-0.4240327477455139,0.18446478247642517,0.004442902281880379,Linear,Linear,1.0,True,0.0012495550716397402,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,270,VMC,VMC,50,False,False,0.01,1.0,6.260889053344727,-1.0311604e-05,-0.0054143667
270,270,0.002574440324679017,0.5959299802780151,0.0015491002704948187,2.0,0.5990672369459673,0.8140145540237427,0.6502294540405273,0.49169921875,1.1866962149979372,0.018400074914097786,0.5951476693153381,-0.39851486682891846,0.11054415255784988,0.005922301206737757,Linear,Linear,1.0,True,0.0009668818947912776,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,271,VMC,VMC,50,False,False,0.01,1.0,4.816194534301758,-1.7166138e-05,-0.002120614
271,271,0.0026418562047183514,0.5983216762542725,0.0013188642915338278,2.0,0.5990672369459673,0.8140145540237427,0.6382459998130798,0.495849609375,0.7602510510005231,0.015604390762746334,1.2424284219741821,-0.38519567251205444,0.09461449086666107,0.004598833154886961,Linear,Linear,1.0,True,0.0009668818947912776,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,272,VMC,VMC,50,False,False,0.01,1.0,4.816194534301758,-1.7166138e-05,-0.002120614
272,272,0.0007169961463660002,0.5982052683830261,0.001327767502516508,2.0,0.5990672369459673,0.8140145540237427,0.6349833011627197,0.485107421875,0.7587066099986259,0.0129789924249053,0.7572141289710999,-0.35311827063560486,0.05204892158508301,0.007043595425784588,Linear,Linear,1.0,True,0.0009668818947912776,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,273,VMC,VMC,50,False,False,0.01,1.0,4.816194534301758,-1.7166138e-05,-0.002120614
273,273,0.004212751053273678,0.5980262756347656,0.0012036359403282404,2.0,0.5990672369459673,0.8140145540237427,0.6232805848121643,0.496826171875,0.7591278180007066,0.010454551316797733,0.24510197341442108,-0.34559208154678345,0.11727799475193024,0.004235123284161091,Linear,Linear,1.0,True,0.0009668818947912776,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,274,VMC,VMC,50,False,False,0.01,1.0,4.816194534301758,-1.7166138e-05,-0.002120614
274,274,0.004928350914269686,0.5991498827934265,0.0010589256417006254,2.0,0.5990672369459673,0.8140145540237427,0.6538069844245911,0.509765625,0.760078874998726,0.007890263572335243,0.46537867188453674,-0.3280588984489441,0.06764470040798187,0.002772952662780881,Linear,Linear,1.0,True,0.0009668818947912776,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,275,VMC,VMC,50,False,False,0.01,1.0,4.816194534301758,-1.7166138e-05,-0.002120614
275,275,0.0009815210942178965,0.5978521108627319,0.0012163026258349419,2.0,0.5990672369459673,0.8140145540237427,0.6518431305885315,0.51708984375,1.1937718400004087,0.014059466309845448,0.22663217782974243,-0.3618950843811035,0.16767309606075287,0.004001752473413944,Linear,Linear,1.0,True,0.0007481547790033709,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,276,VMC,VMC,50,False,False,0.01,1.0,5.170618057250977,-1.257658e-05,-0.0022138357
276,276,0.0019083591178059578,0.5993478298187256,0.0009125284268520772,2.0,0.5990672369459673,0.8140145540237427,0.6552642583847046,0.5078125,0.7592225539992796,0.009320424869656563,0.6908814907073975,-0.35692551732063293,0.03175516799092293,0.002787272445857525,Linear,Linear,1.0,True,0.0007481547790033709,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,277,VMC,VMC,50,False,False,0.01,1.0,5.170618057250977,-1.257658e-05,-0.0022138357
277,277,0.005428151227533817,0.5962316393852234,0.00122995232231915,2.0,0.5990672369459673,0.8140145540237427,0.6483540534973145,0.51025390625,0.7592267379986879,0.01641521416604519,0.7877634167671204,-0.3460983335971832,0.10510474443435669,0.0049312179908156395,Linear,Linear,1.0,True,0.0007481547790033709,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,278,VMC,VMC,50,False,False,0.01,1.0,5.170618057250977,-1.257658e-05,-0.0022138357
278,278,0.0005586029146797955,0.5973374247550964,0.0013218254316598177,2.0,0.5990672369459673,0.8140145540237427,0.6371362209320068,0.509521484375,0.7597445190003782,0.013647530227899551,0.8147000670433044,-0.39941146969795227,0.20998837053775787,0.003368913196027279,Linear,Linear,1.0,True,0.0007481547790033709,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,279,VMC,VMC,50,False,False,0.01,1.0,5.170618057250977,-1.257658e-05,-0.0022138357
279,279,0.003080271417275071,0.5952759981155396,0.0017106763552874327,2.0,0.5990672369459673,0.8140145540237427,0.6447896957397461,0.5048828125,0.7597797750022437,0.01305984053760767,1.5000847578048706,-0.3522290289402008,0.062160659581422806,0.0033580067101866007,Linear,Linear,1.0,True,0.0007481547790033709,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,280,VMC,VMC,50,False,False,0.01,1.0,5.170618057250977,-1.257658e-05,-0.0022138357
280,280,0.002066971268504858,0.5980939865112305,0.001012922846712172,2.0,0.5990672369459673,0.8140145540237427,0.6451185345649719,0.5048828125,1.1905660779993923,0.01286213006824255,0.5811424851417542,-0.3489159047603607,0.04678744822740555,0.003712079022079706,Linear,Linear,1.0,True,0.0005789079062923335,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,281,VMC,VMC,50,False,False,0.01,1.0,4.584419250488281,-2.2470951e-05,-0.00220263
281,281,0.0031928566750139,0.5957437753677368,0.0012403923319652677,2.0,0.5990672369459673,0.8140145540237427,0.6490917205810547,0.5048828125,0.7557891879987437,0.011884818784892559,0.2550252676010132,-0.347118616104126,0.12226510047912598,0.004828934092074633,Linear,Linear,1.0,True,0.0005789079062923335,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,282,VMC,VMC,50,False,False,0.01,1.0,4.584419250488281,-2.2470951e-05,-0.00220263
282,282,0.0018906071782112122,0.5971355438232422,0.001161414897069335,2.0,0.5990672369459673,0.8140145540237427,0.6509381532669067,0.5048828125,0.7611122150010488,0.01796296425163746,0.3043016195297241,-0.3928435444831848,0.22037385404109955,0.005400274880230427,Linear,Linear,1.0,True,0.0005789079062923335,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,283,VMC,VMC,50,False,False,0.01,1.0,4.584419250488281,-2.2470951e-05,-0.00220263
283,283,0.002627243520691991,0.5979787707328796,0.001196233439259231,2.0,0.5990672369459673,0.8140145540237427,0.635598361492157,0.50341796875,0.7614840679998451,0.007565217558294535,0.444332093000412,-0.3479999303817749,0.07529143244028091,0.002199946204200387,Linear,Linear,1.0,True,0.0005789079062923335,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,284,VMC,VMC,50,False,False,0.01,1.0,4.584419250488281,-2.2470951e-05,-0.00220263
284,284,0.004025501199066639,0.5972859859466553,0.001269821310415864,2.0,0.5990672369459673,0.8140145540237427,0.6225747466087341,0.492431640625,0.7587683030033077,0.023312952369451523,0.5089325904846191,-0.41210296750068665,0.21902194619178772,0.00890396535396576,Linear,Linear,1.0,True,0.0005789079062923335,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,285,VMC,VMC,50,False,False,0.01,1.0,4.584419250488281,-2.2470951e-05,-0.00220263
285,285,0.002615914214402437,0.5978890657424927,0.000972795591223985,2.0,0.5990672369459673,0.8140145540237427,0.6211575269699097,0.493896484375,1.1888908790024288,0.017834587022662163,0.33171504735946655,-0.36024466156959534,0.02517825923860073,0.0066452426835894585,Linear,Linear,1.0,True,0.00044794790245704385,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,286,VMC,VMC,50,False,False,0.01,1.0,5.651118278503418,-1.7821789e-05,-0.005064845
286,286,0.006620779633522034,0.5950798988342285,0.001193306059576571,2.0,0.5990672369459673,0.8140145540237427,0.6461852192878723,0.495361328125,0.7587789060016803,0.012401577085256577,0.6981911063194275,-0.3019433319568634,-0.033649131655693054,0.004208575934171677,Linear,Linear,1.0,True,0.00044794790245704385,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,287,VMC,VMC,50,False,False,0.01,1.0,5.651118278503418,-1.7821789e-05,-0.005064845
287,287,-0.001695363549515605,0.5980250239372253,0.0010349408257752657,2.0,0.5990672369459673,0.8140145540237427,0.6289898753166199,0.49658203125,0.7599701849976555,0.015473360195755959,0.6909539699554443,-0.3324074447154999,0.13554756343364716,0.006296968087553978,Linear,Linear,1.0,True,0.00044794790245704385,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,288,VMC,VMC,50,False,False,0.01,1.0,5.651118278503418,-1.7821789e-05,-0.005064845
288,288,0.0064020780846476555,0.5941646099090576,0.0016820773016661406,2.0,0.5990672369459673,0.8140145540237427,0.638664960861206,0.507568359375,0.7592823230006616,0.018411897122859955,0.31229475140571594,-0.4012407660484314,0.17159290611743927,0.006346969865262508,Linear,Linear,1.0,True,0.00044794790245704385,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,289,VMC,VMC,50,False,False,0.01,1.0,5.651118278503418,-1.7821789e-05,-0.005064845
289,289,0.0018592353444546461,0.5962597131729126,0.0012258441420271993,2.0,0.5990672369459673,0.8140145540237427,0.6259196400642395,0.490234375,0.7604400339987478,0.01003143098205328,0.4853902757167816,-0.37054914236068726,0.14393088221549988,0.0024725610855966806,Linear,Linear,1.0,True,0.00044794790245704385,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,290,VMC,VMC,50,False,False,0.01,1.0,5.651118278503418,-1.7821789e-05,-0.005064845
290,290,0.00025332265067845583,0.5968178510665894,0.0012014841195195913,2.0,0.5990672369459673,0.8140145540237427,0.6376949548721313,0.499755859375,1.18845221799711,0.010491671040654182,0.6480929851531982,-0.34991249442100525,0.15702734887599945,0.004473244771361351,Linear,Linear,1.0,True,0.00034661354791436986,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,291,VMC,VMC,50,False,False,0.01,1.0,5.460492134094238,-1.2457371e-05,-0.0029312372
291,291,0.001994082937017083,0.5984307527542114,0.0010915329912677407,2.0,0.5990672369459673,0.8140145540237427,0.6492819786071777,0.486572265625,0.7597700409969548,0.011667706072330475,0.1868968904018402,-0.3211495280265808,0.0496562160551548,0.00852138176560402,Linear,Linear,1.0,True,0.00034661354791436986,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,292,VMC,VMC,50,False,False,0.01,1.0,5.460492134094238,-1.2457371e-05,-0.0029312372
292,292,0.005182911641895771,0.5947166085243225,0.00138533441349864,2.0,0.5990672369459673,0.8140145540237427,0.6331812739372253,0.49462890625,0.757560423000541,0.01724407635629177,0.4172716736793518,-0.35481417179107666,0.12408601492643356,0.006752518005669117,Linear,Linear,1.0,True,0.00034661354791436986,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,293,VMC,VMC,50,False,False,0.01,1.0,5.460492134094238,-1.2457371e-05,-0.0029312372
293,293,-0.00029454086325131357,0.5982519388198853,0.0010643665445968509,2.0,0.5990672369459673,0.8140145540237427,0.6452871561050415,0.493408203125,0.7585826089998591,0.013352983631193638,0.7403068542480469,-0.3591383099555969,0.1631571650505066,0.006374322343617678,Linear,Linear,1.0,True,0.00034661354791436986,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,294,VMC,VMC,50,False,False,0.01,1.0,5.460492134094238,-1.2457371e-05,-0.0029312372
294,294,0.0038216575048863888,0.596782922744751,0.0012300950475037098,2.0,0.5990672369459673,0.8140145540237427,0.6245981454849243,0.510498046875,0.7559154150003451,0.011490635573863983,0.3393588662147522,-0.3989754915237427,0.23865722119808197,0.004489756189286709,Linear,Linear,1.0,True,0.00034661354791436986,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,295,VMC,VMC,50,False,False,0.01,1.0,5.460492134094238,-1.2457371e-05,-0.0029312372
295,295,0.0011736771557480097,0.5961567163467407,0.001554080517962575,2.0,0.5990672369459673,0.8140145540237427,0.629163384437561,0.4873046875,1.1944016810011817,0.01528978906571865,0.3171009123325348,-0.3769572377204895,0.16563265025615692,0.0062834760174155235,Linear,Linear,1.0,True,0.0002682029560553822,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,296,VMC,VMC,50,False,False,0.01,1.0,5.940131664276123,-1.50203705e-05,-0.005707979
296,296,0.002071856055408716,0.5968245267868042,0.0010892675491049886,2.0,0.5990672369459673,0.8140145540237427,0.6330323815345764,0.486328125,0.7659308529982809,0.010745471343398094,0.6059474349021912,-0.3836527466773987,0.131851464509964,0.004177036229521036,Linear,Linear,1.0,True,0.0002682029560553822,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,297,VMC,VMC,50,False,False,0.01,1.0,5.940131664276123,-1.50203705e-05,-0.005707979
297,297,0.002448737621307373,0.5967791080474854,0.001173987751826644,2.0,0.5990672369459673,0.8140145540237427,0.6435561180114746,0.50830078125,0.807815248001134,0.009713721461594105,0.5062584280967712,-0.3700723350048065,0.09827420115470886,0.0035243951715528965,Linear,Linear,1.0,True,0.0002682029560553822,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,298,VMC,VMC,50,False,False,0.01,1.0,5.940131664276123,-1.50203705e-05,-0.005707979
298,298,0.0011026248103007674,0.5973183512687683,0.00143557193223387,2.0,0.5990672369459673,0.8140145540237427,0.6538368463516235,0.506591796875,0.7588987700000871,0.011739329434931278,0.3885735869407654,-0.36246025562286377,0.09995995461940765,0.005502935964614153,Linear,Linear,1.0,True,0.0002682029560553822,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,299,VMC,VMC,50,False,False,0.01,1.0,5.940131664276123,-1.50203705e-05,-0.005707979
299,299,0.003939765505492687,0.5966903567314148,0.0011627166531980038,2.0,0.5990672369459673,0.8140145540237427,0.6548195481300354,0.508544921875,0.757166868999775,0.01623130775988102,0.3049826920032501,-0.36814844608306885,0.13792726397514343,0.010411285795271397,Linear,Linear,1.0,True,0.0002682029560553822,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,300,VMC,VMC,50,False,False,0.01,1.0,5.940131664276123,-1.50203705e-05,-0.005707979
300,300,0.002248023869469762,0.5977201461791992,0.0010081512155011296,2.0,0.5990672369459673,0.8140145540237427,0.6409004330635071,0.50390625,1.1904704339976888,0.009451242163777351,0.30155402421951294,-0.37644603848457336,0.11241598427295685,0.0036175367422401905,Linear,Linear,1.0,True,0.00020753033477680487,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,301,VMC,VMC,50,False,False,0.01,1.0,5.9473981857299805,-9.357929e-06,-0.0035880208
301,301,0.003421738278120756,0.595207154750824,0.0014770370908081532,2.0,0.5990672369459673,0.8140145540237427,0.6498863101005554,0.518798828125,0.7583845760018448,0.014666588976979256,0.3930700719356537,-0.4033888280391693,0.14343290030956268,0.004742809571325779,Linear,Linear,1.0,True,0.00020753033477680487,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,302,VMC,VMC,50,False,False,0.01,1.0,5.9473981857299805,-9.357929e-06,-0.0035880208
302,302,0.0036826650612056255,0.5949074625968933,0.0016745044849812984,2.0,0.5990672369459673,0.8140145540237427,0.6291066408157349,0.5078125,0.7567516339986469,0.014012927189469337,0.8100840449333191,-0.3527267575263977,0.13259641826152802,0.004987022373825312,Linear,Linear,1.0,True,0.00020753033477680487,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,303,VMC,VMC,50,False,False,0.01,1.0,5.9473981857299805,-9.357929e-06,-0.0035880208
303,303,0.0017143189907073975,0.5955877304077148,0.00145331013482064,2.0,0.5990672369459673,0.8140145540237427,0.617266833782196,0.480224609375,0.757197584000096,0.018848175182938576,0.5369806885719299,-0.3992619812488556,0.1829419583082199,0.01034029945731163,Linear,Linear,1.0,True,0.00020753033477680487,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,304,VMC,VMC,50,False,False,0.01,1.0,5.9473981857299805,-9.357929e-06,-0.0035880208
304,304,0.004695356823503971,0.5968654155731201,0.001047250465489924,2.0,0.5990672369459673,0.8140145540237427,0.6422365307807922,0.506103515625,0.7593054259996279,0.010550293140113354,0.3653322458267212,-0.3276221752166748,0.09807382524013519,0.004005947150290012,Linear,Linear,1.0,True,0.00020753033477680487,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,305,VMC,VMC,50,False,False,0.01,1.0,5.9473981857299805,-9.357929e-06,-0.0035880208
305,305,-0.0004975767224095762,0.5976024866104126,0.0009345031576231122,2.0,0.5990672369459673,0.8140145540237427,0.6530308127403259,0.51123046875,1.1893479830032447,0.012657641433179379,0.2518017888069153,-0.3732714056968689,0.16004593670368195,0.005329081788659096,Linear,Linear,1.0,True,0.00016058301700328488,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,306,VMC,VMC,50,False,False,0.01,1.0,5.355304718017578,-1.23381615e-05,-0.0026162267
306,306,0.0023312605917453766,0.5970144271850586,0.0012280475348234177,2.0,0.5990672369459673,0.8140145540237427,0.6383516788482666,0.50048828125,0.75920811800097,0.013868467882275581,0.16812202334403992,-0.3612425625324249,0.03383144736289978,0.009648708626627922,Linear,Linear,1.0,True,0.00016058301700328488,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,307,VMC,VMC,50,False,False,0.01,1.0,5.355304718017578,-1.23381615e-05,-0.0026162267
307,307,0.003646416589617729,0.5954952836036682,0.0014688502997159958,2.0,0.5990672369459673,0.8140145540237427,0.6251065135002136,0.50390625,0.7583281959996384,0.008904156275093555,0.3805754482746124,-0.336154580116272,0.14657177031040192,0.003019884694367647,Linear,Linear,1.0,True,0.00016058301700328488,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,308,VMC,VMC,50,False,False,0.01,1.0,5.355304718017578,-1.23381615e-05,-0.0026162267
308,308,0.0001676785759627819,0.5979315042495728,0.0011192223755642772,2.0,0.5990672369459673,0.8140145540237427,0.6451610326766968,0.49169921875,0.7566718709967972,0.013585854321718216,0.4819640517234802,-0.34111228585243225,0.14334306120872498,0.005468207411468029,Linear,Linear,1.0,True,0.00016058301700328488,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,309,VMC,VMC,50,False,False,0.01,1.0,5.355304718017578,-1.23381615e-05,-0.0026162267
309,309,0.001964509952813387,0.597237765789032,0.0011804900132119656,2.0,0.5990672369459673,0.8140145540237427,0.6385143399238586,0.50537109375,0.7575807979992533,0.011248504742980003,0.4768486022949219,-0.3607749342918396,0.021709328517317772,0.00431548897176981,Linear,Linear,1.0,True,0.00016058301700328488,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,310,VMC,VMC,50,False,False,0.01,1.0,5.355304718017578,-1.23381615e-05,-0.0026162267
310,310,0.004303425550460815,0.5948878526687622,0.0018802819540724158,2.0,0.5990672369459673,0.8140145540237427,0.656182587146759,0.5009765625,1.1887755659990944,0.00858573243021965,0.47934049367904663,-0.34328052401542664,0.06359818577766418,0.0021256785839796066,Linear,Linear,1.0,True,0.00012425607744338018,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,311,VMC,VMC,50,False,False,0.01,1.0,6.444557189941406,-8.165836e-06,-0.0051308274
311,311,0.003512678435072303,0.5959997177124023,0.0012382175773382187,2.0,0.5990672369459673,0.8140145540237427,0.64283287525177,0.503662109375,0.7625335690026986,0.013597248122096062,0.5894501209259033,-0.36465632915496826,0.0391063317656517,0.0037055585999041796,Linear,Linear,1.0,True,0.00012425607744338018,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,312,VMC,VMC,50,False,False,0.01,1.0,6.444557189941406,-8.165836e-06,-0.0051308274
312,312,-0.0003704266855493188,0.5974203944206238,0.0011410154402256012,2.0,0.5990672369459673,0.8140145540237427,0.6324613094329834,0.500244140625,0.7582777429997805,0.009058012627065182,0.3966180980205536,-0.33662641048431396,0.014293767511844635,0.0036814245395362377,Linear,Linear,1.0,True,0.00012425607744338018,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,313,VMC,VMC,50,False,False,0.01,1.0,6.444557189941406,-8.165836e-06,-0.0051308274
313,313,0.006543852388858795,0.594717264175415,0.001430428703315556,2.0,0.5990672369459673,0.8140145540237427,0.6500063538551331,0.4970703125,0.7567362529989623,0.009241905063390732,0.7320458292961121,-0.31356942653656006,0.09199007600545883,0.0031459620222449303,Linear,Linear,1.0,True,0.00012425607744338018,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,314,VMC,VMC,50,False,False,0.01,1.0,6.444557189941406,-8.165836e-06,-0.0051308274
314,314,0.00048200981109403074,0.5956918597221375,0.0017804146045818925,2.0,0.5990672369459673,0.8140145540237427,0.6310535669326782,0.48486328125,0.7625687810032105,0.01481091883033514,0.7052508592605591,-0.4419882893562317,0.28082069754600525,0.0055782124400138855,Linear,Linear,1.0,True,0.00012425607744338018,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,315,VMC,VMC,50,False,False,0.01,1.0,6.444557189941406,-8.165836e-06,-0.0051308274
315,315,0.001390182413160801,0.5966978073120117,0.0012640359345823526,2.0,0.5990672369459673,0.8140145540237427,0.6302440762519836,0.484130859375,1.1921672530006617,0.009329401887953281,0.22120055556297302,-0.36602354049682617,0.00422259047627449,0.004721999168395996,Linear,Linear,1.0,True,9.61469840942113e-05,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,316,VMC,VMC,50,False,False,0.01,1.0,5.910741806030273,-7.987022e-06,-0.0029560924
316,316,0.005612294189631939,0.5955209136009216,0.0012458352139219642,2.0,0.5990672369459673,0.8140145540237427,0.6337465047836304,0.496826171875,0.7589057910008705,0.010683889500796795,0.42186740040779114,-0.31406304240226746,0.05544048175215721,0.005236942321062088,Linear,Linear,1.0,True,9.61469840942113e-05,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,317,VMC,VMC,50,False,False,0.01,1.0,5.910741806030273,-7.987022e-06,-0.0029560924
317,317,0.0012412546202540398,0.5979626178741455,0.0009224109235219657,2.0,0.5990672369459673,0.8140145540237427,0.6500025391578674,0.49951171875,0.7570657180003764,0.007019704207777977,0.1696479320526123,-0.35823938250541687,0.07711819559335709,0.0022303627338260412,Linear,Linear,1.0,True,9.61469840942113e-05,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,318,VMC,VMC,50,False,False,0.01,1.0,5.910741806030273,-7.987022e-06,-0.0029560924
318,318,0.0008462165715172887,0.5960243940353394,0.0012521976605057716,2.0,0.5990672369459673,0.8140145540237427,0.6281464695930481,0.501953125,0.7593871539975225,0.007194054778665304,0.4338166117668152,-0.3097875118255615,0.11153861880302429,0.0023243750911206007,Linear,Linear,1.0,True,9.61469840942113e-05,True,5,0.95,1e-07,1e+20,0,31.622776601683793,True,5,0.9746794344808963,0.0001,1e+20,0.9,0.9,0,319,VMC,VMC,50,False,False,0.01,1.0,5.910741806030273,-7.987022e-06,-0.0029560924
